amount,hour_of_day,age_hours,has_duplicate,bank_code,upi_handle,dispute_type
2856.92,15,5.141683376890526,1,ICICI,@upi,DUPLICATE_TRANSACTION
2923.44,7,9.41543309148904,0,BOB,@ybl,TECHNICAL_DECLINE
1033.83,18,10.34522837775306,1,AXIS,@ybl,DUPLICATE_TRANSACTION
17290.35,1,150.35141118858184,0,PNB,@paytm,TRANSACTION_TIMEOUT
20190.8,10,57.64266078204231,0,HDFC,@gpay,WRONG_DEBIT
1983.07,15,3.3643751302745875,1,ICICI,@phonepe,DUPLICATE_TRANSACTION
5071.15,2,115.35587324812546,0,BOB,@okaxis,TRANSACTION_TIMEOUT
2624.36,17,60.19398612575654,0,HDFC,@gpay,WRONG_DEBIT
4123.5,15,5.12993518078036,1,AXIS,@paytm,DUPLICATE_TRANSACTION
3851.83,14,6.364873396131647,1,BOB,@ybl,DUPLICATE_TRANSACTION
42589.24,17,111.53250909577446,0,AXIS,@gpay,BENEFICIARY_NOT_CREDITED
3037.41,8,13.90032697959015,1,KOTAK,@paytm,DUPLICATE_TRANSACTION
6187.94,18,80.62368235719212,0,BOB,@okaxis,BENEFICIARY_NOT_CREDITED
663.11,16,1.922675165774085,1,ICICI,@paytm,DUPLICATE_TRANSACTION
433.01,7,4.84530661581933,0,KOTAK,@gpay,TECHNICAL_DECLINE
3013.14,19,0.9838008659385058,0,PNB,@okaxis,TECHNICAL_DECLINE
2661.64,8,2.451110393082437,0,PNB,@phonepe,TECHNICAL_DECLINE
2729.58,10,16.12056535103931,1,SBI,@ybl,DUPLICATE_TRANSACTION
92937.32,10,2.5556812996691485,0,KOTAK,@okaxis,BENEFICIARY_NOT_CREDITED
3755.71,6,36.4236979715111,0,ICICI,@phonepe,WRONG_DEBIT
43975.59,11,20.519092167599283,0,AXIS,@okaxis,WRONG_DEBIT
61361.94,17,2.3064588944103774,0,BOB,@okaxis,BENEFICIARY_NOT_CREDITED
93209.73,10,157.80131065582634,0,ICICI,@phonepe,BENEFICIARY_NOT_CREDITED
44496.66,23,39.83210214370675,0,SBI,@phonepe,WRONG_DEBIT
1132.09,10,2.443167747929435,0,PNB,@phonepe,TECHNICAL_DECLINE
2493.81,1,1.107581612552801,0,AXIS,@phonepe,TECHNICAL_DECLINE
276.93,4,45.872163165699334,0,SBI,@gpay,WRONG_DEBIT
11078.44,13,133.25784344576147,0,HDFC,@paytm,TRANSACTION_TIMEOUT
5501.34,21,8.8611836282926,1,KOTAK,@gpay,DUPLICATE_TRANSACTION
2636.17,9,103.42703032974292,0,BOB,@paytm,TRANSACTION_TIMEOUT
21402.62,12,112.37787957613568,0,SBI,@okaxis,BENEFICIARY_NOT_CREDITED
19479.36,23,71.4921074264951,0,ICICI,@gpay,TRANSACTION_TIMEOUT
8826.02,8,4.304655922036968,1,SBI,@ybl,DUPLICATE_TRANSACTION
2741.38,20,16.8306765153579,1,AXIS,@paytm,DUPLICATE_TRANSACTION
4526.43,14,101.14808051577964,0,BOB,@gpay,TRANSACTION_TIMEOUT
334.28,11,9.563183485554804,1,SBI,@paytm,DUPLICATE_TRANSACTION
35439.04,17,67.74629018813016,0,BOB,@okaxis,BENEFICIARY_NOT_CREDITED
93954.1,10,147.46541473311856,0,SBI,@gpay,BENEFICIARY_NOT_CREDITED
4816.42,8,0.4590863682391526,0,KOTAK,@ybl,TECHNICAL_DECLINE
72990.23,14,73.87777860639153,0,KOTAK,@paytm,BENEFICIARY_NOT_CREDITED
18000.14,6,86.71782093306444,0,PNB,@ybl,TRANSACTION_TIMEOUT
26044.03,17,49.45371457784592,0,PNB,@upi,WRONG_DEBIT
3705.79,9,22.772987663311543,1,SBI,@okaxis,DUPLICATE_TRANSACTION
66507.05,10,121.19896192332968,0,SBI,@okaxis,BENEFICIARY_NOT_CREDITED
66855.84,14,68.20086463864001,0,SBI,@okaxis,BENEFICIARY_NOT_CREDITED
1999.22,18,22.568728097524392,1,PNB,@upi,DUPLICATE_TRANSACTION
6193.6,12,9.745804050195908,1,BOB,@paytm,DUPLICATE_TRANSACTION
29047.91,15,132.22172418875587,0,KOTAK,@upi,BENEFICIARY_NOT_CREDITED
46766.32,16,113.82974794274668,0,KOTAK,@ybl,BENEFICIARY_NOT_CREDITED
6622.62,12,12.370848237965195,1,PNB,@okaxis,DUPLICATE_TRANSACTION
9792.03,12,113.3568769830469,0,ICICI,@gpay,BENEFICIARY_NOT_CREDITED
341.81,11,23.614464546764435,1,KOTAK,@paytm,DUPLICATE_TRANSACTION
8347.38,20,135.50197671021635,0,PNB,@upi,TRANSACTION_TIMEOUT
9938.11,7,70.43084445387733,0,PNB,@paytm,TRANSACTION_TIMEOUT
38943.18,7,12.66384108287028,0,PNB,@okaxis,WRONG_DEBIT
1099.35,7,187.45544219722692,0,HDFC,@ybl,TRANSACTION_TIMEOUT
8034.02,18,12.747165260534128,1,KOTAK,@okaxis,DUPLICATE_TRANSACTION
95028.94,16,103.3129379012144,0,PNB,@okaxis,BENEFICIARY_NOT_CREDITED
16628.33,17,115.77886903565846,0,ICICI,@upi,TRANSACTION_TIMEOUT
9056.39,7,175.65915895197196,0,SBI,@okaxis,TRANSACTION_TIMEOUT
12572.29,8,114.86063417626521,0,PNB,@phonepe,TRANSACTION_TIMEOUT
2789.98,13,21.432643986967605,1,HDFC,@gpay,DUPLICATE_TRANSACTION
2389.49,19,3.667326397851552,1,ICICI,@paytm,DUPLICATE_TRANSACTION
8211.23,17,118.82049410937489,0,HDFC,@gpay,TRANSACTION_TIMEOUT
7850.59,18,191.8014291056953,0,HDFC,@okaxis,TRANSACTION_TIMEOUT
9591.9,11,93.38912316060228,0,AXIS,@ybl,TRANSACTION_TIMEOUT
3762.83,17,9.598418051295212,0,ICICI,@ybl,TECHNICAL_DECLINE
2802.06,15,0.6965956787211658,1,SBI,@upi,DUPLICATE_TRANSACTION
14511.21,14,187.77032634168435,0,KOTAK,@okaxis,TRANSACTION_TIMEOUT
45355.75,18,40.636222777783736,0,HDFC,@paytm,WRONG_DEBIT
2800.42,14,75.62281203004169,0,SBI,@ybl,TRANSACTION_TIMEOUT
21560.2,14,57.362591528336395,0,AXIS,@phonepe,BENEFICIARY_NOT_CREDITED
5120.2,2,119.48663910438313,0,PNB,@okaxis,TRANSACTION_TIMEOUT
49995.4,11,16.14399593182187,0,HDFC,@upi,WRONG_DEBIT
37736.24,7,14.353969130102369,0,HDFC,@okaxis,WRONG_DEBIT
2461.59,15,16.067012270877857,1,KOTAK,@gpay,DUPLICATE_TRANSACTION
14019.35,11,73.50394979190594,0,KOTAK,@upi,TRANSACTION_TIMEOUT
38911.82,5,69.45989565845431,0,HDFC,@okaxis,WRONG_DEBIT
46451.47,18,48.76900465322943,0,AXIS,@ybl,WRONG_DEBIT
852.37,19,19.93371921072764,1,ICICI,@paytm,DUPLICATE_TRANSACTION
85104.18,18,135.5231699289098,0,BOB,@okaxis,BENEFICIARY_NOT_CREDITED
17425.47,13,47.62953652948963,0,HDFC,@okaxis,WRONG_DEBIT
1758.89,15,138.3292633210397,0,HDFC,@ybl,BENEFICIARY_NOT_CREDITED
63740.72,16,119.12054349891484,0,AXIS,@gpay,BENEFICIARY_NOT_CREDITED
4830.82,8,7.390948248642612,0,KOTAK,@ybl,TECHNICAL_DECLINE
8767.93,23,138.05614209768265,0,SBI,@gpay,TRANSACTION_TIMEOUT
14018.52,14,17.55816762174883,0,AXIS,@okaxis,WRONG_DEBIT
3374.12,10,0.34439997324107496,0,BOB,@phonepe,TECHNICAL_DECLINE
4926.74,13,19.147976563874316,1,SBI,@phonepe,DUPLICATE_TRANSACTION
3535.8,8,6.669492335035006,0,KOTAK,@gpay,TECHNICAL_DECLINE
12143.67,13,35.17760497311269,0,BOB,@gpay,WRONG_DEBIT
12953.47,15,116.12253153715875,0,HDFC,@paytm,TRANSACTION_TIMEOUT
22548.84,12,52.136407031724765,0,KOTAK,@phonepe,BENEFICIARY_NOT_CREDITED
11114.11,11,112.67657953119264,0,PNB,@okaxis,TRANSACTION_TIMEOUT
35505.15,16,46.243043305024784,0,SBI,@gpay,BENEFICIARY_NOT_CREDITED
36092.09,10,8.607941370363804,0,KOTAK,@upi,WRONG_DEBIT
1996.26,19,11.620766093105008,1,PNB,@okaxis,DUPLICATE_TRANSACTION
3024.27,3,9.991540359924816,0,SBI,@gpay,TECHNICAL_DECLINE
18354.43,9,119.23908711374223,0,ICICI,@phonepe,BENEFICIARY_NOT_CREDITED
48717.32,17,21.033838407799983,0,ICICI,@upi,WRONG_DEBIT
2141.49,0,135.2577613832025,0,AXIS,@ybl,TRANSACTION_TIMEOUT
6880.05,1,86.37671535493183,0,BOB,@ybl,TRANSACTION_TIMEOUT
41123.57,12,35.405752340956894,0,KOTAK,@upi,WRONG_DEBIT
7671.18,18,68.33704624977824,0,HDFC,@gpay,WRONG_DEBIT
27947.84,13,43.65487088949332,0,BOB,@okaxis,WRONG_DEBIT
7779.37,14,10.812347157330102,1,AXIS,@phonepe,DUPLICATE_TRANSACTION
4951.15,9,6.823553647490798,0,HDFC,@okaxis,TECHNICAL_DECLINE
47384.75,6,45.03708218927543,0,SBI,@upi,WRONG_DEBIT
7937.15,5,39.743441681598654,0,ICICI,@paytm,WRONG_DEBIT
9065.02,19,119.42669680916825,0,HDFC,@gpay,TRANSACTION_TIMEOUT
70842.11,16,12.887019945631037,0,ICICI,@phonepe,BENEFICIARY_NOT_CREDITED
3339.8,6,5.101667593250539,0,KOTAK,@gpay,TECHNICAL_DECLINE
9093.27,21,3.4136708506482547,1,HDFC,@gpay,DUPLICATE_TRANSACTION
59706.88,18,154.83915233759558,0,AXIS,@paytm,BENEFICIARY_NOT_CREDITED
13804.69,22,109.18129491274645,0,SBI,@okaxis,TRANSACTION_TIMEOUT
2519.6,2,7.176439944493243,0,AXIS,@upi,TECHNICAL_DECLINE
60569.51,9,16.25159006737453,0,PNB,@okaxis,BENEFICIARY_NOT_CREDITED
4758.85,21,9.857054943100604,0,KOTAK,@paytm,TECHNICAL_DECLINE
4757.96,18,10.613505706084869,1,SBI,@gpay,DUPLICATE_TRANSACTION
2235.84,15,11.628662832788443,0,AXIS,@phonepe,TECHNICAL_DECLINE
6732.84,21,63.89918245654873,0,ICICI,@phonepe,TRANSACTION_TIMEOUT
13904.11,9,148.7126976226972,0,AXIS,@okaxis,TRANSACTION_TIMEOUT
22795.81,10,18.172717267838955,0,HDFC,@ybl,WRONG_DEBIT
4142.14,0,7.891924637797548,0,KOTAK,@ybl,TECHNICAL_DECLINE
1178.66,16,102.99046259105464,0,BOB,@ybl,TRANSACTION_TIMEOUT
15223.81,6,88.59254821748573,0,ICICI,@phonepe,TRANSACTION_TIMEOUT
17628.85,15,66.45676467111821,0,PNB,@okaxis,TRANSACTION_TIMEOUT
7126.85,12,13.22013616806408,1,KOTAK,@ybl,DUPLICATE_TRANSACTION
11312.56,3,33.2242483808724,0,HDFC,@upi,WRONG_DEBIT
5033.92,19,7.004677446282864,1,PNB,@phonepe,DUPLICATE_TRANSACTION
16711.01,15,85.04709772342103,0,KOTAK,@gpay,TRANSACTION_TIMEOUT
3893.15,19,125.25261552211988,0,ICICI,@paytm,TRANSACTION_TIMEOUT
77381.18,15,57.75916560008735,0,BOB,@okaxis,BENEFICIARY_NOT_CREDITED
82144.67,13,122.25051409645992,0,BOB,@okaxis,BENEFICIARY_NOT_CREDITED
4994.62,15,10.383127136402912,0,AXIS,@okaxis,TECHNICAL_DECLINE
6967.97,17,163.95664699823686,0,AXIS,@ybl,TRANSACTION_TIMEOUT
87025.37,12,96.4902062114785,0,ICICI,@ybl,BENEFICIARY_NOT_CREDITED
15977.0,15,50.77640743380019,0,BOB,@ybl,WRONG_DEBIT
19769.44,20,197.08435707628732,0,AXIS,@paytm,TRANSACTION_TIMEOUT
5072.68,17,7.96787289435273,1,HDFC,@ybl,DUPLICATE_TRANSACTION
26344.96,14,1.1050270498987658,0,ICICI,@ybl,WRONG_DEBIT
840.8,20,23.260887133781214,1,SBI,@okaxis,DUPLICATE_TRANSACTION
13031.75,10,177.55588315801575,0,BOB,@okaxis,TRANSACTION_TIMEOUT
19087.38,20,157.24504863389342,0,BOB,@ybl,TRANSACTION_TIMEOUT
275.91,2,2.8172429172242586,0,PNB,@phonepe,TECHNICAL_DECLINE
7492.99,14,23.480105477293094,1,BOB,@upi,DUPLICATE_TRANSACTION
22239.56,22,21.56155777757266,0,HDFC,@paytm,WRONG_DEBIT
79716.27,13,60.8633781641607,0,AXIS,@gpay,BENEFICIARY_NOT_CREDITED
5358.55,17,16.363208912465478,1,ICICI,@gpay,DUPLICATE_TRANSACTION
881.79,21,9.181063166804973,1,PNB,@gpay,DUPLICATE_TRANSACTION
18265.3,4,83.29264353286314,0,PNB,@phonepe,TRANSACTION_TIMEOUT
5181.0,0,184.6340968184488,0,AXIS,@phonepe,TRANSACTION_TIMEOUT
874.08,14,11.342827619215752,0,KOTAK,@phonepe,TECHNICAL_DECLINE
13837.24,14,176.486196621675,0,ICICI,@ybl,TRANSACTION_TIMEOUT
2222.4,12,134.9322492373123,0,KOTAK,@phonepe,TRANSACTION_TIMEOUT
2682.99,15,46.83822348976403,0,KOTAK,@upi,BENEFICIARY_NOT_CREDITED
45539.79,23,35.76436462971866,0,SBI,@gpay,WRONG_DEBIT
4029.47,7,7.639414536070703,0,KOTAK,@phonepe,TECHNICAL_DECLINE
6319.66,22,15.058994587601532,1,HDFC,@phonepe,DUPLICATE_TRANSACTION
763.95,11,159.31868472676422,0,HDFC,@phonepe,TRANSACTION_TIMEOUT
74874.35,11,34.53273070656273,0,BOB,@okaxis,BENEFICIARY_NOT_CREDITED
53319.81,13,139.68892746775535,0,SBI,@ybl,BENEFICIARY_NOT_CREDITED
74782.66,14,135.30683394695328,0,AXIS,@paytm,BENEFICIARY_NOT_CREDITED
7566.1,11,20.643374325571724,1,PNB,@upi,DUPLICATE_TRANSACTION
19348.67,17,103.59780750964609,0,BOB,@ybl,TRANSACTION_TIMEOUT
13296.48,3,32.74459399683897,0,PNB,@upi,WRONG_DEBIT
58663.73,14,19.093799067271526,0,ICICI,@ybl,BENEFICIARY_NOT_CREDITED
31015.39,17,23.616452290851065,0,KOTAK,@gpay,WRONG_DEBIT
31806.66,14,65.47590996680823,0,SBI,@upi,WRONG_DEBIT
2421.85,1,191.83175299805583,0,SBI,@ybl,TRANSACTION_TIMEOUT
4949.88,17,9.76781150685623,0,AXIS,@phonepe,WRONG_DEBIT
2153.72,23,8.719189806686899,0,AXIS,@upi,TECHNICAL_DECLINE
41701.28,19,29.384343770234437,0,SBI,@paytm,WRONG_DEBIT
22118.33,16,159.7427133651883,0,BOB,@phonepe,BENEFICIARY_NOT_CREDITED
49048.29,11,39.201542026714435,0,PNB,@phonepe,WRONG_DEBIT
19967.17,6,69.71089506741984,0,BOB,@ybl,WRONG_DEBIT
33172.16,20,46.04349013413867,0,HDFC,@paytm,WRONG_DEBIT
24735.11,11,132.42534269604474,0,ICICI,@paytm,BENEFICIARY_NOT_CREDITED
1115.07,6,9.756635773452707,0,ICICI,@phonepe,TECHNICAL_DECLINE
7907.57,17,0.06805323552039244,1,BOB,@gpay,DUPLICATE_TRANSACTION
5448.13,20,4.187930901633443,1,PNB,@paytm,DUPLICATE_TRANSACTION
247.12,20,18.922356826889203,1,KOTAK,@phonepe,DUPLICATE_TRANSACTION
8794.89,1,9.12661514732018,0,AXIS,@okaxis,WRONG_DEBIT
37308.7,15,32.27581542743166,0,SBI,@okaxis,WRONG_DEBIT
634.36,16,2.65859707701942,0,KOTAK,@paytm,TECHNICAL_DECLINE
1577.99,20,11.568314197464344,0,HDFC,@ybl,TECHNICAL_DECLINE
8582.85,3,122.52086582992224,0,AXIS,@paytm,TRANSACTION_TIMEOUT
16173.38,4,4.729120799048202,0,SBI,@okaxis,WRONG_DEBIT
2786.95,10,4.570852785822249,0,KOTAK,@okaxis,TECHNICAL_DECLINE
45644.68,18,72.8432874125451,0,BOB,@upi,BENEFICIARY_NOT_CREDITED
42654.36,20,63.19484734062341,0,KOTAK,@upi,WRONG_DEBIT
4357.69,22,5.4838457847500255,1,SBI,@ybl,DUPLICATE_TRANSACTION
8378.19,3,95.50734919956422,0,SBI,@upi,TRANSACTION_TIMEOUT
37742.95,11,115.69911292298511,0,AXIS,@paytm,BENEFICIARY_NOT_CREDITED
41605.42,2,31.095109335725297,0,PNB,@upi,WRONG_DEBIT
81271.04,17,11.016823321131376,0,KOTAK,@okaxis,BENEFICIARY_NOT_CREDITED
67166.32,15,60.0508792988392,0,PNB,@ybl,BENEFICIARY_NOT_CREDITED
48423.09,19,22.496320734311084,0,HDFC,@okaxis,WRONG_DEBIT
1142.42,21,5.786272754452663,0,BOB,@paytm,TECHNICAL_DECLINE
84614.66,14,20.185847359561464,0,SBI,@okaxis,BENEFICIARY_NOT_CREDITED
8091.49,21,13.463176841952787,1,BOB,@okaxis,DUPLICATE_TRANSACTION
3407.39,17,0.3150459774430008,0,PNB,@upi,TECHNICAL_DECLINE
3380.84,13,118.35069506855598,0,SBI,@phonepe,BENEFICIARY_NOT_CREDITED
1107.53,11,95.57562282514984,0,AXIS,@paytm,BENEFICIARY_NOT_CREDITED
7435.59,8,2.2021843933066876,1,KOTAK,@gpay,DUPLICATE_TRANSACTION
8454.67,10,71.92620992845349,0,SBI,@upi,TRANSACTION_TIMEOUT
77795.14,18,100.5693699582504,0,HDFC,@gpay,BENEFICIARY_NOT_CREDITED
7568.92,8,16.175249054714712,1,SBI,@ybl,DUPLICATE_TRANSACTION
9764.67,14,110.95592815817415,0,ICICI,@okaxis,TRANSACTION_TIMEOUT
17324.13,3,20.393745845792353,0,PNB,@okaxis,WRONG_DEBIT
10585.99,9,54.903439115872985,0,AXIS,@okaxis,TRANSACTION_TIMEOUT
483.59,9,68.06333428031837,0,BOB,@gpay,WRONG_DEBIT
29299.99,10,2.290894397075094,0,PNB,@ybl,BENEFICIARY_NOT_CREDITED
1378.94,16,16.888110321183927,1,KOTAK,@okaxis,DUPLICATE_TRANSACTION
7671.51,9,73.84867245055612,0,AXIS,@paytm,BENEFICIARY_NOT_CREDITED
57788.04,18,68.53862171237414,0,PNB,@ybl,BENEFICIARY_NOT_CREDITED
11959.75,9,162.3553484025321,0,ICICI,@okaxis,BENEFICIARY_NOT_CREDITED
16657.32,11,61.395741957278474,0,BOB,@paytm,TRANSACTION_TIMEOUT
4413.2,14,12.575101032015159,1,AXIS,@phonepe,DUPLICATE_TRANSACTION
22546.42,11,13.755356037994531,0,PNB,@paytm,BENEFICIARY_NOT_CREDITED
2598.77,11,4.213196819488326,0,BOB,@upi,TECHNICAL_DECLINE
2439.06,10,6.143237328041517,1,ICICI,@okaxis,DUPLICATE_TRANSACTION
7626.13,18,1.8084785658978442,1,BOB,@upi,DUPLICATE_TRANSACTION
9332.67,18,163.50132674037775,0,AXIS,@upi,TRANSACTION_TIMEOUT
3250.66,19,3.8784988997203285,0,PNB,@phonepe,TECHNICAL_DECLINE
4453.65,15,10.612993532070837,1,SBI,@phonepe,DUPLICATE_TRANSACTION
375.24,16,0.8902878740794522,0,AXIS,@ybl,TECHNICAL_DECLINE
2938.81,9,5.5246320844887595,0,BOB,@paytm,WRONG_DEBIT
3010.99,12,5.552539907127267,0,KOTAK,@upi,TECHNICAL_DECLINE
22541.71,18,46.93229673469991,0,SBI,@okaxis,WRONG_DEBIT
10077.21,1,116.47951257029388,0,BOB,@phonepe,TRANSACTION_TIMEOUT
25277.0,5,2.8182330864485143,0,PNB,@ybl,WRONG_DEBIT
10528.96,19,72.12942361319429,0,SBI,@phonepe,TRANSACTION_TIMEOUT
8234.51,10,151.19245352505632,0,HDFC,@upi,TRANSACTION_TIMEOUT
7058.23,10,94.17985647387319,0,AXIS,@phonepe,BENEFICIARY_NOT_CREDITED
72511.5,18,146.83770356411,0,SBI,@paytm,BENEFICIARY_NOT_CREDITED
3351.7,11,3.7227808506217452,0,PNB,@upi,TECHNICAL_DECLINE
2666.14,22,190.57633433399565,0,SBI,@okaxis,TRANSACTION_TIMEOUT
12905.52,10,171.60408713984975,0,PNB,@upi,TRANSACTION_TIMEOUT
557.92,21,5.0808763958652445,0,SBI,@paytm,TECHNICAL_DECLINE
31232.17,12,58.06930163696854,0,BOB,@ybl,BENEFICIARY_NOT_CREDITED
2342.78,10,3.718684150665715,1,SBI,@paytm,DUPLICATE_TRANSACTION
3877.29,23,10.604185985910739,0,HDFC,@upi,TECHNICAL_DECLINE
87701.08,18,22.88518991872784,0,AXIS,@gpay,BENEFICIARY_NOT_CREDITED
1890.38,19,18.50634752954372,1,BOB,@gpay,DUPLICATE_TRANSACTION
969.48,11,150.807164172657,0,ICICI,@ybl,TRANSACTION_TIMEOUT
1496.15,23,9.405604313218113,0,ICICI,@okaxis,TECHNICAL_DECLINE
3163.73,20,18.824885750236916,1,BOB,@gpay,DUPLICATE_TRANSACTION
67991.53,18,165.4014455197734,0,AXIS,@phonepe,BENEFICIARY_NOT_CREDITED
10107.84,13,194.87275928730398,0,BOB,@gpay,TRANSACTION_TIMEOUT
778.15,8,0.6261576391320549,0,AXIS,@phonepe,TECHNICAL_DECLINE
4678.04,22,10.150707320801262,0,BOB,@paytm,TECHNICAL_DECLINE
8845.57,11,46.55614703175655,0,KOTAK,@gpay,BENEFICIARY_NOT_CREDITED
1925.1,7,172.13889489003608,0,SBI,@paytm,TRANSACTION_TIMEOUT
1159.81,16,104.84214612721104,0,AXIS,@paytm,TRANSACTION_TIMEOUT
22841.61,14,156.44792609324216,0,BOB,@upi,BENEFICIARY_NOT_CREDITED
79242.37,11,7.396632916546301,0,BOB,@ybl,BENEFICIARY_NOT_CREDITED
7612.53,15,10.766435375573918,1,HDFC,@paytm,DUPLICATE_TRANSACTION
12870.6,4,39.51390567195615,0,PNB,@okaxis,WRONG_DEBIT
2173.95,9,2.851682719691204,0,HDFC,@paytm,TECHNICAL_DECLINE
4256.27,20,14.947453640183259,1,HDFC,@paytm,DUPLICATE_TRANSACTION
11975.11,0,144.05715118599764,0,KOTAK,@gpay,TRANSACTION_TIMEOUT
2983.59,8,14.755429986622815,1,ICICI,@okaxis,DUPLICATE_TRANSACTION
3827.55,21,61.01332115806379,0,SBI,@paytm,TRANSACTION_TIMEOUT
2766.0,16,6.649823429018346,0,AXIS,@ybl,TECHNICAL_DECLINE
31819.97,11,18.262818796983318,0,HDFC,@phonepe,WRONG_DEBIT
17305.64,23,47.311516800779856,0,HDFC,@okaxis,WRONG_DEBIT
13774.25,14,92.18429544968448,0,BOB,@upi,BENEFICIARY_NOT_CREDITED
8320.8,18,11.150949593928907,1,PNB,@ybl,DUPLICATE_TRANSACTION
8133.83,9,17.18508138230867,1,AXIS,@paytm,DUPLICATE_TRANSACTION
20558.3,12,148.92699439822354,0,SBI,@phonepe,BENEFICIARY_NOT_CREDITED
2051.3,17,5.680797212122121,0,HDFC,@upi,TECHNICAL_DECLINE
2932.5,21,18.7401976074822,1,BOB,@upi,DUPLICATE_TRANSACTION
27685.05,14,73.97088098186438,0,AXIS,@upi,BENEFICIARY_NOT_CREDITED
17903.29,12,99.53356751804041,0,ICICI,@ybl,TRANSACTION_TIMEOUT
7410.2,16,88.54154576193176,0,HDFC,@upi,TRANSACTION_TIMEOUT
1670.65,19,199.25492105629945,0,ICICI,@okaxis,TRANSACTION_TIMEOUT
32460.54,10,55.762624192040484,0,SBI,@phonepe,BENEFICIARY_NOT_CREDITED
12092.17,13,73.33000535401888,0,AXIS,@phonepe,TRANSACTION_TIMEOUT
942.87,11,141.45742529421216,0,AXIS,@phonepe,TRANSACTION_TIMEOUT
3844.55,20,29.247136668550976,0,KOTAK,@upi,WRONG_DEBIT
9532.62,10,20.36806343929283,1,PNB,@ybl,DUPLICATE_TRANSACTION
6398.88,7,56.053106892494306,0,SBI,@phonepe,WRONG_DEBIT
18994.4,1,139.9744139859274,0,PNB,@ybl,TRANSACTION_TIMEOUT
37515.33,10,96.84493698176058,0,KOTAK,@phonepe,BENEFICIARY_NOT_CREDITED
6356.27,8,85.94097127019648,0,HDFC,@paytm,TRANSACTION_TIMEOUT
5040.54,14,21.92502013951648,1,HDFC,@phonepe,DUPLICATE_TRANSACTION
70551.76,12,167.39297372984504,0,SBI,@upi,BENEFICIARY_NOT_CREDITED
4083.55,4,177.62959613841704,0,AXIS,@gpay,TRANSACTION_TIMEOUT
19945.52,21,195.0693079271855,0,SBI,@upi,TRANSACTION_TIMEOUT
71099.28,17,91.54261732466891,0,SBI,@gpay,BENEFICIARY_NOT_CREDITED
7957.59,16,5.381798765902957,1,ICICI,@gpay,DUPLICATE_TRANSACTION
